City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Tagusao,PH,9.1924,117.8141,80.49,83,100,6.64,overcast clouds
450,Voi,KE,-3.3945,38.563,67.6,86,4,7.9,clear sky
451,Batouri,CM,4.4333,14.3667,70.02,97,100,2.71,overcast clouds
452,Izumo,JP,35.3667,132.7667,64.76,79,98,4.74,overcast clouds
453,Dabeiba,CO,7.0017,-76.2672,82.29,85,99,3.13,overcast clouds
454,Ponta Do Sol,PT,32.6667,-17.1,69.71,78,0,2.48,clear sky
455,Rzhanitsa,RU,53.4284,33.923,57.65,97,97,5.91,overcast clouds
456,Caravelas,BR,-17.7125,-39.2481,74.44,79,0,4.94,clear sky
457,Vila Do Maio,CV,15.1333,-23.2167,75.99,87,31,18.12,scattered clouds
458,Ixtenco,MX,19.25,-97.8931,73.99,36,44,2.44,scattered clouds
459,Finote Selam,ET,10.7,37.2667,63.64,62,24,1.99,few clouds
460,Rovaniemi,FI,66.5,25.7167,58.41,33,0,9.22,clear sky
461,Tasiilaq,GL,65.6145,-37.6368,44.76,90,97,3.29,overcast clouds
462,Necochea,AR,-38.5473,-58.7368,54.03,54,100,3.91,overcast clouds
463,Khunti,IN,23.0833,85.2833,82.51,50,12,6.49,few clouds
464,Nanakuli,US,21.3906,-158.1547,82.35,54,40,16.11,scattered clouds
465,Santa Rosa,PH,14.3122,121.1114,84.11,88,100,1.21,overcast clouds
466,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,90,20.71,mist
467,Moussoro,TD,13.6408,16.4901,94.59,28,100,6.55,overcast clouds
468,Bereznik,RU,62.8551,42.7072,55.11,54,87,10.29,overcast clouds
469,Yar-Sale,RU,66.8333,70.8333,35.33,83,34,10.29,scattered clouds
470,Victor Harbor,AU,-35.5667,138.6167,62.47,75,92,21.72,overcast clouds
471,Cividale Del Friuli,IT,46.0931,13.4275,67.93,90,88,4.29,overcast clouds
472,Oyama,JP,36.3,139.8,71.65,79,100,3.31,overcast clouds
473,Limoux,FR,42.9167,2.1667,67.33,84,57,6.08,broken clouds
474,Vangaindrano,MG,-23.35,47.6,65.75,84,96,11.16,light rain
475,Dublin,US,37.7021,-121.9358,87.01,45,1,10.0,clear sky
476,Erzin,TR,36.9559,36.2,73.0,69,0,3.74,clear sky
477,Ambilobe,MG,-13.2,49.05,71.62,88,83,3.67,broken clouds
478,Pandan,PH,14.0453,124.1694,79.86,83,100,4.65,overcast clouds
479,Shimanovsk,RU,52.0,127.7,53.82,65,29,6.58,scattered clouds
480,Firozpur Jhirka,IN,27.8,76.95,93.33,30,12,4.12,few clouds
481,Methoni,GR,36.8197,21.7049,69.66,73,15,10.74,few clouds
482,Kloulklubed,PW,7.0419,134.2556,77.5,82,100,7.02,overcast clouds
483,Hundested,DK,55.9667,11.8667,67.84,74,63,1.99,broken clouds
484,Almeirim,BR,-1.5233,-52.5817,83.55,71,93,0.56,overcast clouds
485,Mwinilunga,ZM,-11.7358,24.4293,58.3,63,64,5.28,broken clouds
486,Altay,CN,47.8667,88.1167,53.17,31,0,8.46,clear sky
487,Shimoda,JP,34.6667,138.95,68.16,86,87,9.44,overcast clouds
488,Avera,US,33.194,-82.5271,91.71,61,99,9.1,moderate rain
489,Kahului,US,20.8947,-156.47,83.46,66,20,20.71,few clouds
490,Brigantine,US,39.4101,-74.3646,95.27,62,1,13.78,clear sky
491,Srandakan,ID,-7.9386,110.2506,55.72,90,13,1.9,few clouds
492,Stornoway,GB,58.2093,-6.3865,54.93,82,90,9.22,overcast clouds
493,Itarema,BR,-2.9248,-39.9167,79.68,82,53,10.22,broken clouds
494,Kolyvan,RU,55.3053,82.7391,56.82,88,8,8.37,clear sky
495,Havre-Saint-Pierre,CA,50.2334,-63.5986,51.48,66,70,16.58,broken clouds
496,Alice Springs,AU,-23.7,133.8833,38.75,75,16,3.74,few clouds
497,Moron,AR,-34.6534,-58.6198,56.01,63,99,5.01,overcast clouds
498,Bud,US,39.447,-86.1758,84.9,64,100,12.39,overcast clouds
499,Kaura Namoda,NG,12.5898,6.5779,84.0,50,100,11.65,light rain
500,Secunda,ZA,-26.55,29.1667,43.32,94,10,5.01,clear sky
501,Taicheng,CN,38.731,113.228,61.32,36,100,5.39,overcast clouds
502,Tautira,PF,-17.7333,-149.15,84.22,73,42,11.86,scattered clouds
503,Fort-Shevchenko,KZ,44.5086,50.263,70.5,66,96,9.66,overcast clouds
504,Ulladulla,AU,-35.35,150.4667,51.87,80,100,5.12,overcast clouds
505,Yerbogachen,RU,61.2767,108.0108,38.01,67,2,9.42,clear sky
506,College,US,64.8569,-147.8028,66.22,51,75,4.61,broken clouds
507,Kalat,PK,29.0225,66.5916,72.23,49,0,6.93,clear sky
508,Xuddur,SO,4.1213,43.8894,76.26,66,64,19.71,broken clouds
509,Yining,CN,29.0361,114.5636,67.69,82,100,1.68,overcast clouds
510,Belyy Yar,RU,53.6039,91.3903,48.09,81,0,6.44,clear sky
511,Dhidhdhoo,MV,6.8833,73.1,81.97,80,100,15.19,overcast clouds
512,Norheimsund,NO,60.3709,6.1456,62.15,84,14,2.3,few clouds
513,Celestun,MX,20.8667,-90.4,88.56,62,95,12.26,overcast clouds
514,Matagami,CA,49.7502,-77.6328,82.89,33,98,9.4,overcast clouds
515,Pisco,PE,-13.7,-76.2167,67.01,72,20,8.05,few clouds
516,Tosno,RU,59.54,30.8775,62.42,72,34,5.14,scattered clouds
517,Dzilam Gonzalez,MX,21.2833,-88.9333,98.08,38,33,7.67,scattered clouds
518,Kathu,TH,7.9178,98.3332,87.62,68,100,15.68,overcast clouds
519,Mysliborz,PL,52.9238,14.8679,68.25,85,64,7.0,broken clouds
520,Tiznit,MA,29.5833,-9.5,70.25,60,100,3.71,overcast clouds
521,Kichera,RU,55.9375,110.0997,45.23,78,98,4.83,overcast clouds
522,Voh,NC,-20.9667,164.7,65.08,69,93,4.32,overcast clouds
523,Linguere,SN,15.3953,-15.1193,101.03,13,2,5.35,clear sky
524,Shenzhen,CN,22.5455,114.0683,82.35,83,57,6.98,broken clouds
525,Uribia,CO,11.7139,-72.266,87.35,55,100,19.77,overcast clouds
526,Ubinskoye,RU,55.3068,79.6802,53.73,76,1,8.43,clear sky
527,Cabedelo,BR,-6.9811,-34.8339,75.87,84,17,14.27,few clouds
528,Kelowna,CA,49.8831,-119.4857,66.45,33,100,1.99,overcast clouds
529,Yenagoa,NG,4.9247,6.2642,73.06,96,99,2.82,overcast clouds
530,Solnechnyy,RU,50.7214,136.6319,49.39,98,100,4.59,overcast clouds
531,Port Lincoln,AU,-34.7333,135.8667,60.3,51,100,22.53,overcast clouds
532,Mersing,MY,2.4312,103.8405,78.85,83,100,6.11,overcast clouds
533,Dasoguz,TM,41.8363,59.9666,82.51,34,5,14.23,clear sky
534,Capao Da Canoa,BR,-29.7456,-50.0097,61.47,87,100,6.26,heavy intensity rain
535,Nuuk,GL,64.1835,-51.7216,45.21,87,75,10.36,light snow
536,Terrace,CA,54.5163,-128.6035,54.43,76,75,4.61,broken clouds
537,Sao Pedro,BR,-22.5486,-47.9139,75.79,40,96,4.18,overcast clouds
538,Ciudad Bolivar,VE,8.1222,-63.5497,88.34,53,75,4.97,broken clouds
539,Rostock,DE,54.0887,12.1405,64.69,76,17,5.64,few clouds
540,Babstovo,RU,48.1167,132.4833,53.22,81,4,5.66,clear sky
541,Sault Sainte Marie,CA,46.5168,-84.3333,89.89,38,1,19.57,clear sky
542,Lianran,CN,24.9227,102.485,63.14,96,56,3.27,heavy intensity rain
543,Louth,GB,53.3666,-0.0044,62.69,88,75,5.21,broken clouds
544,Broome,US,42.2506,-75.833,90.7,45,75,3.0,broken clouds
545,Voskresenskoye,RU,56.8381,45.4317,56.62,94,1,2.82,clear sky
546,Salekhard,RU,66.53,66.6019,34.77,66,5,6.62,clear sky
547,Ban Nahin,LA,18.2418,104.2122,75.51,97,100,1.45,overcast clouds
548,Steinbach,DE,50.1667,8.5667,65.61,83,75,4.34,broken clouds
549,Ous,RU,60.9058,61.5186,52.09,44,31,5.84,scattered clouds
550,Brae,GB,60.3964,-1.353,53.51,80,45,6.13,scattered clouds
551,Kamenka,RU,51.3223,42.7678,56.01,91,72,5.55,broken clouds
552,Popova,RU,42.9603,131.7228,53.69,87,55,4.12,broken clouds
553,Sompeta,IN,18.9333,84.6,84.67,81,100,14.38,overcast clouds
554,Rafraf,TN,37.1904,10.1837,71.91,91,57,17.07,broken clouds
555,Kuopio,FI,62.8924,27.677,60.75,88,97,3.58,overcast clouds
556,Hobyo,SO,5.3505,48.5268,78.87,87,32,26.55,scattered clouds
557,Naryan-Mar,RU,67.6713,53.087,35.38,82,100,12.55,overcast clouds
558,Havoysund,NO,70.9963,24.6622,41.88,66,6,8.39,clear sky
559,Ventspils,LV,57.3894,21.5606,57.13,100,0,2.3,clear sky
560,Egvekinot,RU,66.3167,-179.1667,35.37,71,10,1.92,clear sky
561,Zhanaozen,KZ,43.3,52.8,69.82,53,0,10.65,clear sky
562,Pangody,RU,65.85,74.4859,34.12,74,20,8.43,few clouds
563,Alofi,NU,-19.0595,-169.9187,75.09,78,40,4.61,scattered clouds
564,Bilma,NE,18.6853,12.9164,94.73,15,100,5.03,overcast clouds
565,Ercis,TR,39.0287,43.3586,56.8,47,0,6.2,clear sky
566,Port Jervis,US,41.3751,-74.6927,93.81,40,7,9.15,clear sky
567,Yelandur,IN,12.0667,77.0333,72.5,90,100,3.78,overcast clouds
568,Camalu,MX,30.85,-116.0667,69.42,60,20,11.95,few clouds
569,Soyo,AO,-6.1349,12.3689,76.53,86,35,8.68,scattered clouds
570,Gay,RU,51.4666,58.4552,59.52,33,100,6.13,overcast clouds
571,Tabuk,PH,17.4189,121.4443,75.65,93,100,2.95,overcast clouds
572,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,61,75,8.23,broken clouds
573,Mingyue,CN,43.1069,128.9217,48.87,96,10,2.33,clear sky
574,Ouargaye,BF,11.5033,0.0572,82.27,52,37,25.66,moderate rain
575,Maine-Soroa,NE,13.2114,12.0241,90.57,29,27,6.49,scattered clouds
576,Ukiah,US,39.1502,-123.2078,94.12,27,1,13.8,clear sky
577,Labrea,BR,-7.2586,-64.7981,81.55,87,94,3.2,overcast clouds
578,Marsh Harbour,BS,26.5412,-77.0636,80.38,75,99,16.55,overcast clouds
579,Krutinka,RU,56.0055,71.5113,54.57,71,0,9.4,clear sky
580,Novaya Zaimka,RU,56.4857,66.9241,56.07,59,4,8.39,clear sky
581,Khatima,IN,28.9167,79.9667,85.08,39,0,4.7,clear sky
582,Paita,PE,-5.0892,-81.1144,75.76,73,93,13.6,overcast clouds
583,Hokitika,NZ,-42.7167,170.9667,54.64,87,100,6.22,light rain
584,Norsup,VU,-16.0667,167.3833,75.52,83,94,12.12,overcast clouds
585,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,18.41,few clouds
586,Brazzaville,CG,-4.2658,15.2832,81.84,54,92,1.39,overcast clouds
587,Kikwit,CD,-5.041,18.8162,77.88,52,82,4.97,broken clouds
588,Le Port,RE,-20.9373,55.2919,69.76,77,95,8.88,overcast clouds
589,Derzhavinsk,KZ,51.1,66.3167,60.31,36,66,7.11,broken clouds
590,Sinnamary,GF,5.3833,-52.95,76.64,90,100,10.02,overcast clouds
591,San Juan,AR,-31.5375,-68.5364,70.74,40,0,5.32,clear sky
592,Deputatskiy,RU,69.3,139.9,37.45,74,7,3.42,clear sky
593,Raudeberg,NO,61.9875,5.1352,58.6,87,15,2.37,few clouds
594,Okha,RU,53.5739,142.9478,35.83,97,100,13.42,overcast clouds
595,Shieli,KZ,44.1667,66.75,77.54,42,0,6.73,clear sky
596,Port-Gentil,GA,-0.7193,8.7815,78.71,86,64,8.61,broken clouds
597,Sao Mateus,BR,-18.7161,-39.8589,73.53,77,17,4.81,few clouds
598,Amberg,DE,49.4414,11.8622,64.02,98,100,2.68,overcast clouds
599,Santa Marta,CO,11.2408,-74.199,87.98,70,100,1.01,overcast clouds
600,Dawlatabad,AF,36.4141,64.9053,88.72,22,0,4.7,clear sky
601,Panguna,PG,-6.3164,155.4848,67.19,96,99,2.08,overcast clouds
602,Aberdeen,GB,57.1437,-2.0981,54.21,81,85,5.75,overcast clouds
603,Mnogovershinnyy,RU,53.9353,139.9242,37.27,95,96,5.19,overcast clouds
604,Kuragino,RU,53.8975,92.6725,42.35,96,87,5.64,overcast clouds
605,Zhoukou,CN,33.6333,114.6333,77.34,46,100,8.95,light rain
606,Sinjar,IQ,36.3209,41.8754,77.32,21,0,9.26,clear sky
607,Bad Doberan,DE,54.1071,11.9005,64.72,90,50,6.2,scattered clouds
608,Lahat,ID,-3.8,103.5333,70.52,94,60,2.75,broken clouds
609,Abancay,PE,-13.6339,-72.8814,63.14,70,91,5.17,overcast clouds
610,Saint-Augustin,CA,51.226,-58.6502,58.98,43,9,8.08,clear sky
611,Lagos,NG,6.5833,3.75,84.52,84,98,4.45,overcast clouds
612,Champasak,LA,14.75,106.0,73.45,100,100,1.63,moderate rain
613,Nichinan,JP,31.6,131.3667,67.68,92,100,5.66,overcast clouds
614,Kjollefjord,NO,70.9457,27.3465,41.05,65,0,1.86,clear sky
615,Senj,HR,44.9894,14.9058,70.47,93,70,5.41,broken clouds
616,Palu,ID,-0.8917,119.8707,75.2,98,100,2.68,moderate rain
617,Malanje,AO,-9.5402,16.341,62.73,48,41,3.18,scattered clouds
618,Philippsburg,DE,49.2358,8.4564,65.12,80,100,6.62,overcast clouds
619,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.11,95,100,4.99,overcast clouds
620,Jiuquan,CN,39.7432,98.5174,61.48,24,3,4.94,clear sky
621,Englewood,US,39.6478,-104.9878,92.34,22,75,1.99,broken clouds
622,Moose Factory,CA,51.2585,-80.6094,78.8,50,75,2.3,moderate rain
623,Mecca,SA,21.4267,39.8261,88.18,50,5,2.57,clear sky
624,Yumen,CN,40.2833,97.2,62.04,31,60,5.3,broken clouds
625,Marawi,PH,7.9986,124.2928,63.64,91,100,2.39,overcast clouds
626,Tukrah,LY,32.5341,20.5791,70.7,70,0,5.73,clear sky
627,Arrecife,ES,28.963,-13.5477,71.67,68,75,19.57,broken clouds
628,Mapiripan,CO,2.8892,-72.1256,79.72,87,100,6.26,light rain
629,Kyshtovka,RU,56.555,76.6271,55.49,87,37,7.05,scattered clouds
630,Tokonou,GN,9.65,-9.7833,72.88,83,100,5.82,overcast clouds
631,Garissa,KE,-0.4536,39.6401,76.8,70,11,20.4,few clouds
632,Churapcha,RU,62.0025,132.4325,56.1,55,99,7.38,overcast clouds
633,La Palma,US,33.8464,-118.0467,84.18,60,20,8.01,few clouds
634,Santa Maria,BR,-29.6842,-53.8069,56.5,100,90,8.5,light intensity drizzle
635,Paamiut,GL,61.994,-49.6678,38.14,97,100,3.31,light rain
636,Port Macquarie,AU,-31.4333,152.9167,45.37,67,1,5.19,clear sky
637,Turmalina,BR,-17.2856,-42.73,76.05,47,88,5.86,overcast clouds
638,Bull Savanna,JM,17.8868,-77.5902,84.27,63,12,19.66,few clouds
639,Zabid,YE,14.1951,43.3152,94.14,39,66,13.06,broken clouds
640,Balikpapan,ID,-1.2675,116.8289,76.55,89,100,5.14,overcast clouds
641,Simao,CN,22.7886,100.9748,65.35,98,99,2.28,overcast clouds
642,Kimbe,PG,-5.5502,150.1429,74.64,91,69,3.49,broken clouds
643,Djambala,CG,-2.5447,14.7533,74.26,67,55,2.35,broken clouds
644,Waingapu,ID,-9.6567,120.2641,76.37,87,52,6.85,broken clouds
645,Narsaq,GL,60.9167,-46.05,55.62,68,100,3.71,overcast clouds
646,Neiafu,TO,-18.65,-173.9833,79.48,73,20,8.05,few clouds
647,Chumikan,RU,54.7183,135.315,35.6,95,100,0.94,overcast clouds
648,Tottori,JP,35.5,134.2333,66.54,66,100,6.11,overcast clouds
649,Mount Darwin,ZW,-16.7725,31.5838,54.09,68,35,5.55,scattered clouds
650,Salaverry,PE,-8.2333,-78.9667,66.58,84,100,10.51,overcast clouds
651,Kyzyl-Suu,KG,42.3414,78.0056,58.21,64,100,3.42,light rain
652,Eyrarbakki,IS,63.863,-21.1481,50.05,90,96,15.26,overcast clouds
653,Shouguang,CN,36.88,118.7375,73.15,52,88,10.51,light rain
654,Buraydah,SA,26.326,43.975,99.05,10,4,12.06,clear sky
655,Visby,SE,57.6409,18.296,57.85,72,7,3.44,clear sky
656,Champerico,GT,14.3,-91.9167,89.94,67,78,7.92,broken clouds
657,Arsenyev,RU,44.1631,133.2733,49.87,95,1,2.15,clear sky
658,Medowie,AU,-32.7333,151.8667,49.64,97,43,8.05,scattered clouds
659,Kolosovka,RU,56.4678,73.611,54.82,77,11,9.48,few clouds
660,Tarakan,ID,3.3,117.6333,80.08,79,100,6.02,overcast clouds
661,Ndele,CF,8.4109,20.6473,73.35,79,37,3.47,scattered clouds
662,Muros,ES,42.7762,-9.0603,68.85,71,19,11.1,few clouds
663,Boguchany,RU,58.3814,97.4531,48.09,75,95,4.45,overcast clouds
664,High Rock,BS,26.6208,-78.2833,84.22,75,92,16.15,overcast clouds
665,Wajir,KE,1.7471,40.0573,82.04,51,12,26.49,few clouds
666,Herat,AF,34.5,62.0,80.62,29,0,11.45,clear sky
667,Yarmouth,US,41.7057,-70.2286,94.98,30,1,5.99,clear sky
668,Bosaso,SO,11.2842,49.1816,92.14,42,0,5.88,clear sky
669,Kysyl-Syr,RU,63.8986,122.7617,48.29,88,100,8.01,light rain
670,Omsukchan,RU,62.5333,155.8,42.66,85,99,9.17,overcast clouds
671,Caldwell,US,43.6629,-116.6874,73.67,29,1,5.75,clear sky
672,Bouza,NE,14.4229,6.0428,90.81,31,100,15.32,overcast clouds
673,Boden,SE,65.8252,21.6886,68.0,58,31,1.59,scattered clouds
674,Pallasovka,RU,50.05,46.8833,61.38,69,10,4.12,clear sky
675,Aborlan,PH,9.4352,118.5492,79.48,86,100,1.74,overcast clouds
